date,Aparri..Cagayan.Wind.Speed.Dly..m.s.,Aparri..Cagayan.Temp.Dry.Min.Dly..degC.,Aparri..Cagayan.Temp.Dry.Max.Dly..degC.,Aparri..Cagayan.Prec.Sum.Dly..mm.,Aparri..Cagayan.RelHumidity.Dly....,BPI.Experiment.Station..Baguio.City.Wind.Speed..m.s.,BPI.Experiment.Station..Baguio.City.Temp.Dry.Max..degC.,BPI.Experiment.Station..Baguio.City.Temp.Dry.Min..degC.,BPI.Experiment.Station..Baguio.City.Prec.Sum.Dly08..mm.,BPI.Experiment.Station..Baguio.City.Rel.Humidity,MMSU.Batac..Ilocos.Norte.Wind.Speed..m.s.,MMSU.Batac..Ilocos.Norte.Temp.Dry.Min..degC.,MMSU.Batac..Ilocos.Norte.Temp.Dry.Max..degC.,MMSU.Batac..Ilocos.Norte.Prec.Sum.Dly08..mm.,MMSU.Batac..Ilocos.Norte.RelHumidity....,Cabanatuan..Nueva.Ecija.Wind.Speed.Dly..m.s.,Cabanatuan..Nueva.Ecija.Temp.Dry.Min.Dly..degC.,Cabanatuan..Nueva.Ecija.Temp.Dry.Max.Dly..degC.,Cabanatuan..Nueva.Ecija.Prec.Sum.Dly..mm.,Cabanatuan..Nueva.Ecija.RelHumidity.Dly....,Casiguran..Aurora.Wind.Speed.Dly..m.s.,Casiguran..Aurora.Temp.Dry.Min.Dly..degC.,Casiguran..Aurora.Temp.Dry.Max.Dly..degC.,Casiguran..Aurora.Prec.Sum.Dly..mm.,Casiguran..Aurora.RelHumidity.Dly....,ISU.Echague..Isabela.Wind.Speed..m.s.,ISU.Echague..Isabela.Temp.Dry.Min..degC.,ISU.Echague..Isabela.Temp.Dry.Max..degC.,ISU.Echague..Isabela.Prec.Sum.Dly08..mm.,ISU.Echague..Isabela.Rel.Humidity,CLSU.Mu√.oz..Nueva.Ecija.Wind.Speed..m.s.,CLSU.Mu√.oz..Nueva.Ecija.Temp.Dry.Min..degC.,CLSU.Mu√.oz..Nueva.Ecija.Temp.Dry.Max..degC.,CLSU.Mu√.oz..Nueva.Ecija.Prec.Sum.Dly08..mm.,CLSU.Mu√.oz..Nueva.Ecija.Rel.Humidity,Science.Garden.Quezon.City..Metro.Manila.Wind.Speed.Dly..m.s.,Science.Garden.Quezon.City..Metro.Manila.Temp.Dry.Min.Dly..degC.,Science.Garden.Quezon.City..Metro.Manila.Temp.Dry.Max.Dly..degC.,Science.Garden.Quezon.City..Metro.Manila.Prec.Sum.Dly..mm.,Science.Garden.Quezon.City..Metro.Manila.RelHumidity.Dly....,Sinait..Ilocos.Sur.Wind.Speed.Dly..m.s.,Sinait..Ilocos.Sur.Temp.Dry.Min.Dly..degC.,Sinait..Ilocos.Sur.Temp.Dry.Max.Dly..degC.,Sinait..Ilocos.Sur.Prec.Sum.Dly..mm.,Sinait..Ilocos.Sur.RelHumidity.Dly....,TCA.Camiling..Tarlac.Wind.Speed..m.s.,TCA.Camiling..Tarlac.Temp.Dry.Min..degC.,TCA.Camiling..Tarlac.Temp.Dry.Max..degC.,TCA.Camiling..Tarlac.Prec.Sum.Dly08..mm.,TCA.Camiling..Tarlac.Rel.Humidity,Tuguegarao.City..Cagayan.Wind.Speed.Dly..m.s.,Tuguegarao.City..Cagayan.Temp.Dry.Min.Dly..degC.,Tuguegarao.City..Cagayan.Temp.Dry.Max.Dly..degC.,Tuguegarao.City..Cagayan.Prec.Sum.Dly..mm.,Tuguegarao.City..Cagayan.RelHumidity.Dly....
7/10/2003,3,23,32,8.5,85.19,1,34,23.4,0.2,86.47963504,0,22,32.8,0,85,1,24,34.2,21.8,87.14,1,22.8,32.2,0,91.26,2,24.6,31.7,0,87.56640449,1,23.4,34,0.2,87.14,1,24.3,33.7,4.6,75.8,2,22.5,31.5,0,85.48,0.990853201,23.4731444,33.78473534,10.53663218,87.14,0,23.6,33.5,0.1,82
7/11/2003,4,25,33,2.4,79.87,1,23.8,16.4,10.7,85.84043796,0,23.5,33.1,10.6,82.97,1,23.5,29,1.6,85.92,2,22.8,30.8,122,91.24,2,21.5,32.1,33.1,87.15550562,1,22,33.5,4.5,85.92,1,24.8,32.5,0.5,82.97,1,24.5,32,7,85.72,0.990853201,22.51671915,31.03973609,3.070805218,85.92,2,21,31.5,19,81
7/12/2003,8,23.12317633,31,35.5,88.92,2,34.2,22.7,0,77.23324818,0,20.5,33.2,0,85.45,1,22,30,0,80.73,3,22.2,31,40.2,91.24,3,21.2,29.3,13.8,86.75662921,2,22.7,34.2,0,80.73,1,23.8,31.5,3.2,85.45,2,24.8,33,0,71.94,1.503073924,22.15732494,31.87692308,0,80.73,1,20.5,28,16,80
7/13/2003,1,23,31,0,82.93,3,32.7,23.3,0,85.02459854,0,23.2,33.5,38.8,65,1,23,33,1,91.31,2,23.4,29.6,33.2,91.24,2,23.3,31.7,0.2,87.15550562,3,23.3,32.7,0,91.31,1,23,30.6,52.8,91.78,2,22.5,32.6,0,75.51,2.015294647,22.94328985,32.54448943,0.478632479,91.31,0,23.4,31.6,0,81
7/14/2003,3,23.40210869,31.5,0,84.86,0,23.4,16.4,39.4,91.9270438,0,22.8,32.3,49.8,92,1,23.5,34.5,1.2,91.39,1,22.2,32.8,28,91.24,2,23.4,33.5,11.2,84.36337079,0,23.5,34.2,10.2,91.39,3,24.5,31.7,0.01,87.66,3,22.8,30.8,13,92.74,0.478632479,23.28505023,34.03076923,5.799010346,91.39,2,21,32.4,1.4,74
7/15/2003,3,24,32.5,33.5,84.27,0,23.2,15.2,23.9,89.35850365,0,23.4,32.1,0,91.2,1,24,29.7,21.8,92.72,1,23,30,22.8,91.24,0,20.9,31.4,45,85.56,0,20.5,32.4,5.7,92.72,1,24.7,30.8,5.6,91.2,1,24.3,31.5,0,84.27,0.478632479,21.9877043,30.81133603,13.35384615,92.72,1,21,31.5,8,77
7/16/2003,1,24,32.5,37,86.23,1,28.7,23.8,57.8,92.70448905,0,24.5,30.2,58.6,88,1,24.2,29,40.8,95.7,1,24,31.8,16.5,91.24,1,22.2,31.3,0,87.55438202,1,23.8,28.7,57.8,95.7,1,24.5,31.5,17.2,93.41,1,23.5,30.2,43.4,88.17,1,23.8,28.4,24,95.7,1,21,31.5,24.4,82
7/17/2003,5,23.5,31.5,0,86.23,1,32.7,23.5,18.4,78.82540146,0,21,31.8,0,82,1,24.2,32.4,0,79.08,4,23.4,28.6,16,91.24,2,22.5,33,68.1,85.56,1,23.5,32.7,18.4,79.08,1,24.9,34.8,2.5,74.33,3,23,31.8,0,78.44,1,24,36.2,0,79.08,2,22,29.7,0,77
7/18/2003,4,25,34.5,0,82.58,5,27.6,15,0,75.6159854,3,22.5,36,0,73,1,24,37.8,0.6,76.34,2,23.8,32.8,13.8,91.24,1,23.6,35.1,1.5,80.37460674,5,23.6,36.3,0,76.34,1,25.5,36,0,69.47,2,26.2,34.9,0,74.52,3.039736092,23.57558854,36.68591993,0.287179487,76.34,3,18.2,38.8,0,64
7/19/2003,3,23,29,17.8,91.14,2,33.2,23.7,0,83.05427007,0,23,32,0,88,1,24.8,33.5,0.01,89.28,2,24,29.5,13.2,91.24,1,23.5,29,0.3,90.34651685,2,23.7,33.2,0,89.28,1,22.8,31.5,20,81.76,1,24.1,32,0,73.63,1,24,34.2,0,89.28,1,20.3,28.5,2.8,89
7/20/2003,2,24,33.5,15.4,84.4,1,30.4,23.6,0.8,89.86459854,4,24.2,31,0.6,92,0,23.4,32.5,0.01,92.88,1,22,29.8,9.4,91.24,2,24.4,30.7,2.4,89.54876404,1,23.6,30.4,0.8,92.88,1,25.2,31,0,82.86,1,23,31,0,85.3,0.512220723,23.28840906,31.12706553,0.414562903,92.88,1,22.3,33,0.01,87
7/21/2003,4,20,28.5,4,88.17,3,26,13.4,0,81.16043796,0,21,34,0,85,1,23.6,32.8,0.01,85.6,4,18.6,29.4,7.8,91.24,1,21.3,29.4,3.8,87.55438202,3,24.4,31.7,0,85.6,1,22.5,32.8,0,78.49,2,23,31,0,74.44,2.015294647,23.79391213,31.93654221,0.004786325,85.6,0,21.4,30,1.4,82
7/22/2003,2,22,27,16,88.04,2,33.8,24.3,0,82.94521898,0,22.5,34,0,83,1,23.5,33,1.8,81.35,2,23.2,29.6,3.4,91.24,1,22.8,29.2,0.1,89.14988764,2,24.3,33.8,0,81.35,1,24.5,32.2,0.5,81.94,2,23.8,32.4,0,85.36,1.503073924,23.69482681,33.10793222,0.861538462,81.35,1,21.5,29,13,86
7/23/2003,2,24.5,35,0,80.84,0,33.2,24.4,1.4,85.12642336,0,26,34.8,0.4,84,1,24.2,35,0.7,89.2,0,24,32.6,2.8,91.24,0,23.5,33.8,4.1,85.1611236,0,24.4,33.2,1.4,89.2,1,25,31.8,0,77.48,2,22,32.5,1,78.96,0.478632479,24.08109162,33.75786475,1.052151747,89.2,1,23,36.5,0.01,76
7/24/2003,1,24,33,14.5,83.2,1,24,14,14.2,87.91145985,0,23.5,32.5,4,86,1,23.5,31,4.3,88.54,2,23.8,31.4,2.8,91.24,2,24.5,30.2,4.5,83.96449438,1,23.9,31.8,21.4,88.54,1,24.8,30.7,78,87.48,1,23.6,31.6,1,86.96,0.990853201,23.48993852,31.12622582,13.01964312,88.54,1,22.5,29.5,1,73
7/25/2003,6,22,30,2,89.17,4,24,16.8,0,86.04518248,3,20.5,34.8,0,80,1,22,32.8,0,86.26,3,22.6,30.2,1.4,91.24,2,22.6,32,0,83.96449438,4,23.8,33.5,0,86.26,1,23.7,32.8,0,84.14,2,24,32.1,0,85.72,2.52751537,22.72076773,32.85853951,0,86.26,1,18,30.5,0,73
7/26/2003,2.628973295,24,32,1,84.36,1,22.2,17.6,21.8,88.94890511,0,22.3,33,0,81,1,22.8,33,30,94.2,1,22.8,33.2,1,91.24,1,23,30.1,4.9,82.76786517,1,23,30.7,19.8,94.2,1,23,26.5,79,92.51,0,22.3,33,0,81,0.990853201,22.69389714,31.52004798,24.50094467,94.2,1,23,33,0,70
7/27/2003,4,23.9599734,31.5,0,85.3,0,25,16,0,82.82762774,0,19.3,32.7,0,82,1,23,34.2,0,87.12,1,22.2,29.8,0,91.24,3,23.2,31.4,4,86.35775281,0,24.8,33.7,0,87.12,1,25,33.5,0,75.09,1,22.5,33,0,76.33,0.478632479,23.71162093,33.63106913,0,87.12,1,22,29,0,79
7/28/2003,7,19,23,1,92.78,6,30,22.4,0,74.1169708,2,22.7,31,0,63,1,22.5,30.3,0,75.02,7,20,23.4,0,91.23,5,18.8,23.1,0,89.94162921,6,22.4,30,0,75.02,1,22.8,30,0.01,74.75,2,21,31,0,72.75,3.551956815,22.24297496,29.86918578,0,75.02,3,16.2,22.5,0,88
7/29/2003,3,24.3504787,33,0,84,1,28.3,22.2,16.8,89.49510949,1,25.5,33.2,0,88,1,24,29.5,11.7,96.6,1,22,26,13.7,91.22,1,23.6,28.4,2.2,87.14348315,1,22.2,28.3,16.8,96.6,1,24.4,33.8,7.6,79,1,25.7,32.9,0,78.74,2,24.8,30.6,1.8,96.6,1,22.7,33.5,4.7,81
7/30/2003,3.933428019,22.62109809,30.82332888,10.60269812,84.78783613,4,32.1,23.4,0,79.34149635,1,23,35,0,90,1,24.6,33,0,81.43,3,18.8,29.7,7.8,91.22,1,22.9,30.8,4.7,86.34573034,4,23.4,32.1,0,81.43,1,22.6,34,0,79.92,1,24,34.2,0,76.18,0,23.6,33.1,0,81.43,1,19.6,27.7,18.2,79
7/31/2003,3,24.5,32,1,73.49,1,33.2,21.3,0,77.52313869,0,21.5,32.6,0,76,1,24,36,0,78.82,1,23.4,31,2.3,91.22,1,23.7,33.1,0,86.74460674,1,21.3,33.2,0,78.82,1,22.7,33,4,84.01,2,20.6,32.6,0,75.56,1,26,37,0,78.82,2,22,33,2.2,80
8/1/2003,7,23.68104105,31.5,0.01,85.66,1,32.6,23.8,0,83.92339416,2,20.6,32.7,0,86.93,1,24,27.8,0,89.99,3,22.2,29.6,1.8,91.22,2,21.8,30.4,3.5,85.14910112,1,23.8,32.6,0,89.99,0,24.5,30,1.2,86.93,2,24.5,30.5,0,74.74,0.990853201,23.67803269,30.00437847,0,89.99,1,21.5,28,1.6,76
8/2/2003,2,24,31.5,0,86.46,2,27,22.2,2.2,93.02525547,3,20.6,30.5,0,90,1,22.6,32.6,3,97.25,2,23.5,32.8,0,91.22,0,22.3,30.7,0,84.35134831,2,22.2,27,2.2,97.25,1,22.8,26.5,20.5,92.47,1,22.6,29.6,0,86.63,1.503073924,22.18839406,29.43337832,2.562783026,97.25,0,23.4,33,0,74
8/3/2003,2,22,31,0,82.83,2,29.7,22.7,0,86.54343066,0,21.5,32.5,0,86,1,24,33,0,87.53,2,23.2,29,0,91.22,2,23.2,29,0,87.54235955,2,22.7,29.7,0,87.53,1,24.9,32.8,0.4,76.42,2,22.8,32.5,0,85.05,1.503073924,23.11458989,31.00782726,0,87.53,1,20.6,27.8,0,82
8/4/2003,1,24,32,0,83.73,2,25.6,13,0,84.6289781,2,22.5,33.5,0,90,1,21.8,34.4,0,85.17,1,23,32.4,0,91.22,1,21.6,31.8,0,86.34573034,2,22,33,0,85.17,1,22.1,33.2,0,74.44,1,23,31.8,0,83.81,1.503073924,21.70304393,33.36824112,0,85.17,1,22.4,35,0,79
8/5/2003,6,25.2,31,10,86,2,34,22.8,34.9,88.76806569,1,22.4,32.3,0,98,1,24,33.1,0,94.23,1,19,28,0,91.22,1,23.9,30.7,9.8,87.94123596,2,22.8,34,34.9,94.23,1,23,31.7,6.5,91.2,2,23.3,32.1,0,80.5,2,23.1,34.5,11.4,94.23,1,22,27.5,4,83
8/6/2003,8,23.40210869,31,12,89.78,1,33.2,24.1,0,83.10153285,0,23,33,11.8,82.65,1,23.3,31.6,0.8,87.74,4,22.6,31,128.2,91.2,4,23,31.7,2.4,84.33932584,1,24.1,33.2,0,87.74,1,24,31,0,82.65,4,24.2,32.5,0,76.08,0.990853201,23.49665617,32.13051432,0.382905983,87.74,1,21,25.5,3.6,74
8/7/2003,3,25,27,14,90,1,31.5,24.7,6.6,88.48627737,0,24.3,27.8,8.4,86,1,25,32.2,4.4,89.99,1,24.6,31.8,43.2,91.2,2,24,30.7,0.4,87.92921348,1,24.7,31.5,6.6,89.99,1,24.7,30,5.4,72,1,24,29.1,2,86.21,2,25,32.2,1,89.99,1,23.5,34.5,0,83
8/8/2003,3,24.5,32.3,0,83,4,34.9,24,0,77.37591241,0,23,32.7,0,80,1,23.5,34.6,0,78.45,2,21.6,32.4,21.2,91.2,1,21.9,32.1,0,84.73820225,4,24,34.9,0,78.45,2,24,34.5,0,72,2,24.3,32.5,0,75.75,2,23.1,36,0,78.45,1,22,34.7,0,75
8/9/2003,2,23,28.8,0.01,91.82,2,23.8,16.3,0,81.20105839,0,20.5,32,0,83.33,1,21.5,33.6,0,85.39,2,24.2,29,15.6,91.2,2,24.2,29,15.6,85.13707865,2,24.3,31,0,85.39,1,23.9,31,0,83.33,1,22.8,31,0,74.86,1.503073924,22.73756185,31.96089369,0,85.39,1,22,31,0,76
8/10/2003,4,23,31.8,6,86.35,2,33.1,24.2,0,80.26934307,0,22.5,33.2,0,81,1,24.5,34.8,0.01,85.6,3,23.2,30.6,15,91.2,2,21.8,29.6,11.9,88.32808989,2,24.2,33.1,0,85.6,1,23.7,31.7,12.6,82.54,3,20.5,32,0,72.2,1.503073924,24.12223722,33.61091618,0.004786325,85.6,1,23.1,30,14.9,84
8/11/2003,3,24,30.5,0.01,86.29,1,24.5,16,0,86.73109489,0,22,34.6,0,85.48,1,23.5,30.2,2.8,91.29,2,23.4,30.4,13.8,91.2,2,21.5,30.5,8.4,85.53595506,1,23.5,31.6,0.4,91.29,1,24.3,31.5,38,85.48,2,24.8,33.4,0,79.83,0.990853201,23.28505023,30.64087569,1.545059229,91.29,1,22,31,0.01,77
8/12/2003,3,24.5,33.5,9.5,84,2,30.3,23.3,10.2,90.00916058,1,23.5,27.9,28.2,94,1,24,32.8,6.6,91.31,1,23,31.8,11.5,91.2,1,23.9,30.7,1.4,86.33370787,2,23.3,30.3,10.2,91.31,1,24.1,33,5.8,82,1,22.9,30,27.2,88.04,0,24.8,28.9,4.8,91.31,1,22,33.4,7.9,79
8/13/2003,2,23.5,30.5,49,85,1,29,23.9,3.7,80.65149635,1,23,28,47,87,1,24.5,30.3,9.6,75.11,1,24,28.7,7.4,91.2,0,24.2,26.2,3.9,91.12022472,1,23.9,29,3.7,75.11,1,24.2,31.8,25.4,84,1,23.5,30.4,63.4,89.04,0,23,30.2,18.8,75.11,1,23.5,28,42.5,91
8/14/2003,3,25,35,4,83,1,31.3,24.6,0,90.00624088,1,23.3,32,5.9,97,1,25,32,11.6,96.59,1,23,32,5.2,91.2,0,24.5,33.3,0,85.13707865,1,24.6,31.3,0,96.59,1,24.8,30.6,99,87.76,1,23.6,32.2,3,80.04,2,24.6,33.7,10.6,96.59,1,22.2,34,37,76
8/15/2003,1,24.5,30,0,87.71,2,32.4,23.2,0,87.77492701,2,23,32.7,0,89,1,22.5,33.7,0.01,91.94,1,23,32,0,91.2,1,21.7,33.3,0,85.13707865,2,23.2,32.4,0,91.94,1,24.2,34.5,0,78.96,2,23.5,32.7,0,81.47,1,22.5,33.4,0,91.94,1,20,33.5,0,76
8/16/2003,2.628973295,23.68104105,29.62920207,0,85.75994663,1,34,24.5,0,80.54525547,0,22.6,32.2,0,90,1,24.9,33.5,0,81.5,1,23,31,0,91.2,0,23.6,28.8,0,86.73258427,1,24.5,34,0,81.5,1,23.6,32.9,0.01,76.85,1,23.4,32,0,79.1,1,24.1,34.8,0,81.5,0,21.5,31.7,0,80
8/17/2003,4,24.7,33,6,81.47,1,31.8,23.2,0,90.00361314,2,23.5,31.8,26,86.93,1,25,34,0.01,90.66,1,22.2,31.6,0,91.2,2,22.7,33,4.7,83.54157303,1,23.2,31.8,0,90.66,1,24,32,0,86.93,2,23.6,31,3,89.01,0.990853201,23.84933273,32.56212326,0.004786325,90.66,1,21.5,32.5,43,72
8/18/2003,3,20.5,31.5,0,82.83,1,24.8,14.5,0,80.66722628,0,19,33.3,0,87.43,1,24.5,34.7,0,80.89,1,22,31,0,91.2,3,19.5,34.6,0,80.7494382,1,22.8,32.8,0,80.89,1,22,32,15.2,87.43,2,22.5,31.4,0,80.33,0.990853201,23.40512821,33.40938671,0,80.89,1,22,34,0,65
8/19/2003,3,24,32,0,84.14,1,32.8,22.5,0,75.68711679,0,25,34.8,0,72.81,1,24,36.2,0,79.16,1,22,31.2,0,91.2,0,20.8,35.2,0,80.7494382,1,22.5,32.8,0,79.16,1,24,34.7,0,72.81,2,26,33.2,0,70.43,0.990853201,23.01214575,34.12733543,0,79.16,1,21,36,0,65
8/20/2003,3,24,31.3,0,86.96,1,24.8,17,3.8,87.13759124,0,24,33.1,0,89.78,1,24.4,35,4,87.79,1,21.4,31.2,0,91.2,0,19.9,31.6,0,83.94044944,1,22.3,32.3,0,87.79,1,23.4,31,0.7,89.78,4,24.2,30.6,0,86.15,0.990853201,23.1011546,33.2968661,1.914529915,87.79,1,21,32,12.2,73
8/21/2003,6.542337465,23.01160339,27.95742455,1,87.12090133,2,31.8,25.2,0,78.39131387,0,20.8,32.5,0,94,3,24.5,30.7,2.2,79.72,7,22,31,34.2,91.18,1,22.6,26,8,89.11382022,2,25.2,31.8,0,79.72,2,23.3,33.8,11.7,69.67,2,22.4,31.2,0,76.38,2,24.3,33.1,0.4,79.72,2,20.3,29.5,0.8,86
8/22/2003,4,24,33,0,83.6,1,24,17,0,90.88507299,0,23,34.7,0,90.42,1,24.2,34.2,0.7,96.53,2,22.4,30,9,91.18,0,19.3,31.4,0.7,83.13067416,1,22.8,30,1.8,96.53,1,23.7,31.3,3,90.42,2,24.5,32,0,82.34,0.990853201,23.26153846,31.73585245,1.257040036,96.53,1,22,32,0,71
8/23/2003,3,21.5,32.5,0,84.76,4,32,23.8,0,78.62824818,0,20,35,0,92,1,23.2,36,0,83.76,1,21.4,30.8,4.2,91.18,0,23.1,32.6,0,85.12505618,4,23.8,32,0,83.76,1,23.7,32.5,0,72.15,1,22.6,32.8,0,70.86,2.52751537,23.29512671,33.62183236,0,83.76,1,21.4,36,0,76
8/24/2003,4,24,32.7,6,83.73,2,23,14.2,1,85.71072993,0,21.6,32,26.4,82,1,22.5,34.2,0,85.48,0,22.2,29.6,1,91.18,4,23.6,32.6,0,87.1194382,2,24.2,34.5,0,85.48,1,23.9,32,18.2,80.58,1,22.4,31.2,0.4,86.06,1.503073924,23.16497226,34.0408457,0,85.48,1,21.6,32,0,81
8/25/2003,2,22.84424397,31,0,88.42,1,30.8,23.5,0,90.68748175,0,22.5,32.6,0,91.18,0,22.8,34.6,0,93.5,1,22.8,30.8,0,91.18,4,22.6,32.2,0,83.92842697,1,23.5,30.8,0,93.5,1,23,30.1,6.5,91.18,1,24.4,30.6,0,86.43,0.512220723,22.9500075,32.33708202,0,93.5,1,20,33.5,0,73
8/26/2003,2.628973295,25.4,32.5,0,85.47,1,20.6,16.4,33.8,93.28916058,0,22,32.4,30.2,76,1,23,30.5,11.3,95.68,1,22.8,31,46.2,91.16,1,22.6,30.6,11.5,84.7141573,1,22.7,29.3,19.8,95.68,1,23.4,30,11.2,88.15,1,23.5,29.8,3.8,89.67,0.990853201,22.63595741,29.60635777,15.55051732,95.68,0,20,31.5,10.8,75
8/27/2003,2,25,35.5,0,78.9,2,23,17.8,18.8,77.41131387,4,25,35.6,0.6,76,1,23.8,35.5,0,83.1,1,23.8,30.8,17,91.16,5,26.4,34.5,0,83.51752809,2,24.8,33.7,0,83.1,2,25,32.8,0.01,74.99,5,25.5,34.5,1.2,68.8,1.503073924,24.09452692,34.25329135,0,83.1,3,25,36,0,72
8/28/2003,6,23.5,31,21.5,83,5,31.8,23.6,0,82.56883212,1,24,32.5,0,89,1,23,30.5,0,83.81,3,23.6,31,12.4,91.16,1,24,30.5,0.4,87.10741573,5,23.6,31.8,0,83.81,1,24,30.4,0,96,1,23.6,32.1,0,80.69,0,24,33,0,83.81,1,23,31.5,0.2,81
8/29/2003,3,23.5,31.8,0,86.71,2,31.2,22.6,0,83.42945255,2,22.4,33.1,0,77.61,1,23.5,33.6,0.01,89.87,1,22.6,30,4,91.16,3,20.5,31.2,0,85.91078652,2,22.6,31.2,0,89.87,1,25,33,0,77.61,3,24.6,32.9,0,73.68,1.503073924,22.82405158,32.06333783,0.004786325,89.87,1,22,33,0,78
8/30/2003,4,24,34.5,0,72.85,2,25.6,12,0,78.91251825,0,20.4,33.1,0,67.12,1,20.5,34.8,0.01,84.82,2,24,29.6,3.6,91.16,1,19,34.2,0,81.92202247,2,22.3,33.2,0,84.82,2,22.1,34.5,0.2,67.12,1,24.5,33.5,0,69.97,1.503073924,21.23448793,33.66213825,0.004786325,84.82,3,21,36,0,68
8/31/2003,2,23,30.5,0,87.56,1,24,16.8,25.4,81.61040146,2,22.8,33.5,0,73.29,1,23.5,33.6,0,83.5,1,22.4,30,2.6,91.16,2,19.9,33.8,0,84.3152809,1,23.8,32.2,0,83.5,1,24.7,33.5,0,73.29,1,24.3,32,0,78.75,0.990853201,23.43871645,32.57555855,0,83.5,2,21.5,33.5,0,74
9/1/2003,2,21,28.5,0,88.9,1,26,14,0,85.03518248,0,21.6,32.5,0,87,1,23,33.7,0,87.43,2,19.8,28.6,1,91.16,1,21.6,31.4,0,82.32089888,1,24,30.4,0,87.43,1,21.6,29.7,3.4,90.19,2,22.4,30.7,0,81.41,0.990853201,23.30184435,31.7014245,0,87.43,1,18.7,33,0,69
9/2/2003,2,24,30,0,87.69,3,31.2,23.2,0,85.44913251,0,21.2,34.3,2.4,79,3,15.51821539,31.00588969,151.3467693,86.71692308,2,23,31.2,0,91.16,2,22.7,30.6,0,85.51191011,3,23.2,31.2,0,86.71692308,1,23.5,29.5,0,85.88,2,24,32.4,0,83.53,2.972559604,19.31104267,30.82171238,72.43947932,86.71692308,1,20,21.4,1.6,77
9/3/2003,4,23,30.5,0,86.96,1,23.6,13,0,86.59116788,0,19.5,34,0,87,1,22,34.3,0,87.53,3,18.8,29.8,7.2,91.14,2,22.3,29,10.4,85.89876404,1,23.5,32.7,0,87.53,1,24.4,31.5,0.01,80.5,1,22,32.2,0,85.17,0.990853201,22.56710151,33.16671165,0,87.53,1,22.3,32,1,78
9/4/2003,3.281200657,24,33,0,83.86,1,24.6,13.4,1,87.1800365,3,21,33,0,85,1,23.7,35.2,0.6,86.46,2,22.4,30.8,2.2,91.14,1,23.2,32.2,0,90.6852809,1,23,32.4,0,86.46,1,22.9,31.5,4.4,85.33,1,21.5,31,8.2,88.27,0.990853201,23.12466637,33.44381466,0.287179487,86.46,1,23.2,31.5,0,90
9/5/2003,2,26,35,0,82,1,30.4,23.3,0,87.17040146,0,22.8,32.8,30,100,1,23.7,31.3,0,86.88,1,22.5,32,1.8,91.14,2,22.7,29.2,0.3,85.49988764,1,23.3,30.4,0,86.88,1,23.7,32.6,0.01,78,1,23,32,20,87.61,0,24.5,34.5,0,86.88,1,23.1,32.5,0,77
9/6/2003,3,23.2,32,0,87.09,1,31,22.5,7.2,89.35284672,3,21.2,33.7,0,85,1,24,34.2,2,92.05,3,23.4,31.8,0,91.14,3,21.6,31.7,0,84.30325843,1,22.5,31,7.2,92.05,1,23.5,33,0.01,84.73,2,24,32,0,85.27,0.990853201,23.01214575,32.24807317,4.645254161,92.05,1,20,31.8,0,74
9/7/2003,1,24.5,29.4,0,85,2,32.3,23.2,0,80.02894161,0,20.5,31.5,0,74,1,23.6,34.9,0,82.38,1,19,33.6,0,91.14,0,22,32.1,0,85.10101124,2,23.2,32.3,0,82.38,1,22.9,31.7,2,85,1,22.5,32.3,0,76.47,2,23.1,35.2,1.7,82.38,1,18,34,0,76
9/8/2003,1,23,32,0,81.58,3,31,23.8,0,85.45156934,0,20.5,30.5,0,85,1,22.5,35.4,0.01,82.83,2,23.6,30.8,20,91.12,1,22.3,30.3,0.4,85.88674157,3,23.8,31,0,82.83,1,24.4,34.3,0.01,87.37,2,23,30.5,0,89.42,1,23.2,33.8,0,82.83,2,20,34.5,0,78
9/9/2003,2,24,30.5,0,85.77,4,31.3,22.7,0,81.81335766,0,20.7,32,0,85,1,23.5,36.5,0.01,83.15,2,22.8,30.6,17.6,91.12,1,23.2,32,0,83.89235955,4,22.7,31.3,0,83.15,1,22.7,33.2,0,77.2,1,23.2,32,0,79.79,1,22.4,33.7,0,83.15,1,19.5,34,0,73
9/10/2003,5,23,27.2,0,85.85,1,32.2,23.6,0,81.87416058,2,20.5,33,0,74.79,1,21.2,35,0,86.99,2,22.2,30.2,15,91.12,3,21.6,31.4,0,84.29123596,1,23.6,32.2,0,86.99,1,22.7,34,0,74.79,2,24.6,32.4,0,74.13,0.990853201,22.2354176,33.24564402,0,86.99,2,21,32.5,0,74
9/11/2003,4,24,34,0,75.28,1,27,17,0,78.53018248,0,20,34.8,0,64.89,1,21,36,0.01,81.47,2,22.4,29.4,2.4,91.12,1,19.6,35.9,0,82.29685393,1,23.8,32,0,81.47,2,22.7,35.3,0,64.89,2,24.6,34,0,74.08,0.990853201,22.24213525,33.62183236,0.004786325,81.47,2,20.5,34,0,69
9/12/2003,2,24,30.4,0,84,3,30.4,19.7,0,77.26226277,1,20,31.8,0,79,1,21.5,33.1,0,78.4,2,20.2,32.4,0,91.12,2,19,30.7,0,84.69011236,3,19.7,30.4,0,78.4,1,21,33.2,0,69,1,22.3,32,0,75.54,2,21,33.6,0,78.4,1,17.1,33,0,75
